,Kryterium 1,Kryterium 2,Kryterium 3
0,0.9792183116781633,0.6725976638385618,0.22696399144242574
1,0.9254669230791674,0,0.7663430753841713
2,0.4201300371374913,0.036028269264084534,1.1952909479750495
3,0.8833584378946268,1.343013500532048,1.3889576770273375
4,0,1.3655113565834958,0
5,2.6316541542848286,0.586553681534463,1.5700083301849261
6,0.9470376574103067,1.4777969862351543,0.826296390658414
7,0,0,0
8,3.118820362915401,0,1.2071177731902476
9,1.5523603576320877,1.5570447152989053,0
10,0.10254576798522452,0,1.231951787987532
11,1.4073301137017022,1.65961149573697,0.5865317442352458
12,1.5688820033082194,1.1232991660584004,0
13,2.1397876773029676,2.3499437734581057,0.35299212494647825
14,1.0771005730929633,2.424540631891706,0.13151085174984056
15,1.2747908886969175,2.856391419419771,0.9995813264626877
16,1.6897403789632977,2.123549141823799,2.4795486906154016
17,2.429572585416268,0,0
18,0.04917656519601987,0.46130186560887165,0
19,1.0271892233724595,1.7598438538032117,0
20,0.6072867538137163,0,0.5513274753381097
21,1.6973723265401819,0.09829091201420714,1.7927443384235098
22,0.12324286517902838,0,1.9647746244791087
23,0,1.582648395266554,0.34012083000526183
24,2.070487231310211,1.926347150554636,0
25,0,1.0357053729285397,0
26,0.6650935531675825,1.0815181061629084,1.6289460485624199
27,1.0148407331305906,2.0968672961450183,0.5072316853002719
28,1.7261509199450007,2.8237453076595873,0
29,1.1048599049454513,0.5097038792055414,0.2604569559627319
30,0.20378161921093096,2.192158050942524,1.6299053383823376
31,1.8142820553783139,0.4869143923022675,0.00954931166236539
32,1.6084418424080584,1.1353745008811915,0.6464691285152581
33,1.4902600698103399,1.8967856516831745,0
34,2.3248801163802697,0.45363226191734995,0.1918996376507599
35,0.7813966146027529,1.5337967462537456,2.014592909965388
36,2.3358662978828724,0.7253817156010716,3.075477047418131
37,0.42879195122267477,2.306267839498214,0.4339438574284644
38,1.6643412391516814,1.6553157029697427,1.0100513258671886
39,0.18874039358912598,0.2627292655430151,1.3976702231008602
40,1.3848249746714232,1.579570745035205,0.6001850471696291
41,1.1589042502711417,1.0956865061675392,0.6757275364728443
42,2.5071024282307635,1.792205003890984,2.238893228240594
43,0.6946238453360933,2.892505056241859,1.8752714773708874
44,2.380590696951126,3.1466528171782464,1.3981551850032108
45,0,0.4571110095473596,0.32464491664047246
46,0,1.2436139441460088,0.4932613780796502
47,0,0,0.8022075855366568
48,2.1444858340672286,1.2204415940834412,2.866092674561531
49,0.5380722437642194,2.266781001087084,0.7557799094931055
